,anno,cod_estrato,gini_educ,P10_x,P90_x,P10Sup_x,educxcapita,elementos_x,gini,P10_y,P90_y,P10Sup_y,ingxcapita,elementos_y
0,2011.0,1.0,0.19943881041297395,0.06399715337358282,0.8335731645020746,0.16642683549792536,7.824587145379359,110657.0,0.46334513952008904,0.006791206049053456,0.7027655762845041,0.2972344237154959,395147.69409166795,81609.0
1,2011.0,2.0,0.20670868711972779,0.0550447614169005,0.8348829481428113,0.16511705185718872,9.083919466603144,159729.0,0.45524603240790174,0.006284243241693806,0.6838447563702592,0.3161552436297408,608419.8424986139,113831.0
2,2011.0,3.0,0.20501145142073673,0.05024771916258946,0.8492689700190021,0.15073102998099785,9.950826727089261,137189.0,0.5045790873841207,0.005367676945701471,0.6299266348888458,0.3700733651111542,853156.2545086041,97155.0
3,2011.0,4.0,0.2140571197682012,0.05080169101212924,0.8476911789160101,0.1523088210839899,9.848283941203077,77081.0,0.6010479603973113,0.0034323436246941844,0.5411440636322743,0.4588559363677257,1088506.103242786,54033.0
4,2011.0,5.0,0.19953612874067506,0.05091466683100341,0.847280011114437,0.15271998888556304,9.820477916754756,70788.0,0.5966211256032423,0.0038435125461625387,0.5274482785987399,0.4725517214012601,1015310.8827732481,47877.0
5,2011.0,6.0,0.17074685468011952,0.04502173103050088,0.8649741551224468,0.1350258448775532,11.108789441090762,66645.0,0.6106969272176568,0.003738384434148318,0.5141677942024413,0.4858322057975587,1488019.2768984444,46384.0
6,2012.0,1.0,0.2032317218700117,0.06292773542237926,0.8296247362090415,0.17037526379095846,7.946632107632716,111628.0,0.463564614292003,0.0064169456101716305,0.7039587005982222,0.2960412994017778,423689.7967915974,82195.0
7,2012.0,2.0,0.20743005317422125,0.05441335924112038,0.836764285493179,0.16323571450682095,9.189000934902154,159342.0,0.45867335111850027,0.00581741372625165,0.6798818991022901,0.32011810089770987,655973.3456148828,114632.0
8,2012.0,3.0,0.20469905604393868,0.05004542956250233,0.849894868112659,0.15010513188734098,9.992055243857312,134558.0,0.4978171531163603,0.005140866529541837,0.6412685806356875,0.3587314193643125,873869.2794055874,96233.0
9,2012.0,4.0,0.2127244397525233,0.050117869924081265,0.849662508414086,0.15033749158591403,9.976641058790356,77387.0,0.6059689416379879,0.0035283962698258943,0.5359537277450717,0.46404627225492834,1166341.1347314708,54573.0
10,2012.0,5.0,0.19720101684017832,0.05065292990009588,0.8481221833786385,0.15187781662136146,9.875210688050256,66773.0,0.5895408637766282,0.00385707202482753,0.5373275916915545,0.46267240830844547,1016656.697289957,45498.0
11,2012.0,6.0,0.1670527942880653,0.0445805852733623,0.8662884070232844,0.13371159297671564,11.216410738974377,65309.0,0.5852061456741862,0.003987571121025548,0.5464986234432896,0.4535013765567104,1442607.949390651,46072.0
12,2013.0,1.0,0.2060925111281069,0.06164194392671039,0.8266697701358134,0.17333022986418656,8.111782656201058,112319.0,0.46462456755702763,0.0060445407618044565,0.7035037767312735,0.2964962232687265,446579.46404305415,83468.0
13,2013.0,2.0,0.20763126140108568,0.05374476375618308,0.8388260106608605,0.1611739893391395,9.306231231590704,156883.0,0.450795915608434,0.00589284092864367,0.6889600437618036,0.31103995623819636,676638.3182854091,113696.0
14,2013.0,3.0,0.20239057304178598,0.04903146597702426,0.8529210974714561,0.14707890252854394,10.197842586757424,132129.0,0.5039185279582055,0.0050179828644112195,0.6335957998165436,0.36640420018345643,952047.6648228345,94696.0
15,2013.0,4.0,0.21308586777222238,0.049896030877934774,0.8504379646271394,0.1495620353728606,10.027777163264616,77307.0,0.5912950427262627,0.0034790971964501877,0.5553251850539511,0.4446748149460489,1151396.3100756658,54378.0
16,2013.0,5.0,0.1945266363523117,0.04993286000144571,0.85023912536874,0.14976087463125998,10.014970191701694,64241.0,0.6003052052149839,0.003662613604337074,0.5212877360972803,0.4787122639027197,1106018.6161726546,44016.0
17,2013.0,6.0,0.16079003714279416,0.04377086795964351,0.8688592344141839,0.1311407655858161,11.436445143857744,65618.0,0.5988059802387423,0.0037221035801193294,0.5281920096341385,0.4718079903658615,1598413.7201016413,46285.0
18,2014.0,1.0,0.20735364908072085,0.0605348708703275,0.8242556013911487,0.17574439860885127,8.260376035275304,112305.0,0.4564270221291884,0.007240657053195511,0.7092502683597124,0.2907497316402876,480835.27684512065,85398.0
19,2014.0,2.0,0.2090508134440131,0.05364017715775754,0.8390867432893903,0.16091325671060974,9.321402611500135,153873.0,0.44129114485532994,0.006366768518824832,0.6989370475820114,0.30106295241798864,700809.6845621639,113109.0
20,2014.0,3.0,0.2005213831951933,0.04862241445279546,0.854134976509397,0.14586502349060304,10.283351446127247,134729.0,0.5095048946112468,0.005120228744678123,0.6237455144694981,0.3762544855305019,1024093.3253741392,97411.0
21,2014.0,4.0,0.2093973177377051,0.0493615197701791,0.8519223908407543,0.14807760915924573,10.129361073861483,76125.0,0.5864064865447267,0.0037410955382954077,0.5575924972816497,0.4424075027183503,1173759.8204339151,54196.0
22,2014.0,5.0,0.1957349698630635,0.048836169877762944,0.8535130119554765,0.14648698804452354,10.239736557655117,65711.0,0.5903269836856191,0.003866465660598794,0.5388279717388291,0.4611720282611709,1173734.2001263013,46144.0
23,2014.0,6.0,0.15761936345961036,0.04338166109610424,0.8699594890594677,0.13004051094053226,11.531832508037342,62839.0,0.6019397355902417,0.0040530258027335585,0.5212896460217282,0.4787103539782718,1740100.32221419,44642.0
24,2015.0,1.0,0.20665103252017125,0.060423698790055214,0.8258123712082667,0.17418762879173333,8.275440398013226,109675.0,0.4524594712514559,0.007427330299080938,0.7132960197485054,0.2867039802514946,506915.8727919637,84458.0
25,2015.0,2.0,0.20589690031734598,0.05305420600711361,0.8408555075798153,0.1591444924201847,9.424345037447667,154586.0,0.43936046355958525,0.006645162971678037,0.6971081444549508,0.30289185554504916,752061.5892517812,114517.0
26,2015.0,3.0,0.19934075210030222,0.04870691017219622,0.8538848206512668,0.1461151793487332,10.265861112835559,137263.0,0.49113682065327713,0.005502980262292077,0.6448059407216635,0.35519405927833647,997875.6990563086,100736.0
27,2015.0,4.0,0.20737179902196423,0.04927587689093498,0.8522952749122389,0.1477047250877611,10.148840415587475,76019.0,0.5805900840210831,0.0041139234145510335,0.560354613192234,0.439645386807766,1190990.4652486676,54795.0
28,2015.0,5.0,0.19421857090937056,0.04852902426173221,0.8544525034618287,0.14554749653817134,10.30573193429012,66954.0,0.5934802996516759,0.004032854306540658,0.5260822452068078,0.4739177547931922,1263603.2278626477,47354.0
29,2015.0,6.0,0.15474949715305453,0.043242258535075594,0.8703470146018119,0.12965298539818815,11.56724796459429,64867.0,0.5845692763493496,0.004406202522646674,0.539176921385012,0.46082307861498795,1648335.250962178,46535.0
30,2016.0,1.0,0.20527285311481847,0.05943645707494991,0.8263711537444439,0.17362884625555608,8.412530034906721,109725.0,0.447275027157489,0.007320296243750585,0.7163432242927457,0.28365677570725434,538563.1046005025,84088.0
31,2016.0,2.0,0.20415147373821774,0.052653511048964784,0.8420486987861701,0.15795130121382994,9.496060175739068,154991.0,0.43673759710212046,0.006824564114231791,0.6943069949964414,0.30569300500355856,795747.741392481,114005.0
32,2016.0,3.0,0.1953999418294159,0.04828077138400199,0.8552239064253278,0.14477609357467225,10.356484201717198,134434.0,0.4770142552762513,0.0060211836514002266,0.6549441414552246,0.3450558585447754,1049456.598043664,97850.0
33,2016.0,4.0,0.20336982618488508,0.04851500268186601,0.8544991842981585,0.14550081570184148,10.30746081107505,75678.0,0.5796810485224301,0.004123629775066305,0.5590754998036214,0.44092450019637863,1307254.482773375,53950.0
34,2016.0,5.0,0.19058220053697683,0.048429279809702235,0.8547407522688085,0.14525924773119148,10.325623852436916,64771.0,0.5805103137694603,0.004358923168621045,0.5375149469817521,0.46248505301824794,1251937.4626213734,45253.0
35,2016.0,6.0,0.1511817174270902,0.04283325546205363,0.8716988520837877,0.12830114791621228,11.690414126400855,66648.0,0.588856124623941,0.0042899878065012585,0.5359927017784005,0.4640072982215995,1796601.47602267,47539.0
36,2017.0,1.0,0.20287181940007615,0.05909617576657856,0.8286585643892025,0.1713414356107975,8.460923352658842,110958.0,0.4369039643735353,0.007603791912093547,0.7257331401212608,0.2742668598787392,574028.2721356042,84079.0
37,2017.0,2.0,0.20302913779193377,0.052623878169641536,0.8421310723230925,0.15786892767690752,9.501445041489987,153976.0,0.4186042937503831,0.007122726770035749,0.7121760733338924,0.28782392666610757,811270.302699056,113517.0
38,2017.0,3.0,0.19130811809937232,0.047681342030100306,0.8569590170893475,0.14304098291065248,10.486348519842405,131756.0,0.47313236099707956,0.006104995774148407,0.6543123533504771,0.3456876466495229,1121232.484896334,96258.0
39,2017.0,4.0,0.2023435196006932,0.04893941915551437,0.8533393341172946,0.14666066588270543,10.223052348915639,74078.0,0.5657577919455512,0.004423070900502577,0.571415415324883,0.42858458467511695,1291066.6764743503,53000.0
40,2017.0,5.0,0.19118229474730408,0.04812606725057452,0.8557366566375679,0.14426334336243207,10.390026095524487,63853.0,0.5679449907619576,0.004605838548910629,0.550355299866234,0.449644700133766,1331597.8756112375,44991.0
41,2017.0,6.0,0.14642014291930017,0.04265618416263355,0.8731768929718291,0.1268231070281709,11.8250897411268,67071.0,0.5693218132524276,0.004733651211307436,0.5581178397896369,0.4418821602103631,1827298.8751319603,48634.0
42,2018.0,1.0,0.20137523691040504,0.058081829333987825,0.8281130276347423,0.17188697236525774,8.610512041004224,113818.0,0.4368746297067293,0.0076858610879520246,0.7245260884237436,0.27547391157625645,595686.5060997399,84121.0
43,2018.0,2.0,0.20162219757233046,0.05227124825944085,0.8432079053552728,0.1567920946447272,9.566630154222295,151496.0,0.4197309429229993,0.0071754835742064245,0.709226669090072,0.29077333090992796,853183.1835961522,109838.0
44,2018.0,3.0,0.18953091105168884,0.04715207863192641,0.8585477048332579,0.14145229516674207,10.604039579579037,133971.0,0.4695839405704306,0.006291357832623244,0.6586912151276737,0.3413087848723263,1170635.4733197044,97395.0
45,2018.0,4.0,0.19930920395294027,0.048718839881986394,0.8539050087536508,0.14609499124634917,10.267084473984236,72121.0,0.5655686516239378,0.0044671889773790574,0.5685057969995774,0.4314942030004226,1324544.6820470619,51379.0
46,2018.0,5.0,0.1899283675654303,0.04829705964059723,0.8551870072788187,0.1448129927211813,10.35818509207152,64705.0,0.5755204958543835,0.004441987256939596,0.542796827621677,0.457203172378323,1366586.2903167182,45205.0
47,2018.0,6.0,0.14556687561494952,0.042967624646367664,0.8737180599260291,0.12628194007397087,11.872685155394677,66267.0,0.5855582117244413,0.005120186623299134,0.533669588781964,0.466330411218036,2037430.1226227363,48251.0
48,2019.0,1.0,0.1989816949313381,0.057446633812408575,0.8289351906389595,0.17106480936104052,8.704104643819973,117128.0,0.44785551636683363,0.007296058811667362,0.722371217977877,0.27762878202212304,610210.8122347961,84946.0
49,2019.0,2.0,0.19732361133121779,0.051695438134343075,0.8449326143580367,0.15506738564196332,9.673189284945632,150268.0,0.42684804299977575,0.006959895799251948,0.7070891891579019,0.29291081084209813,885637.2666323812,107669.0
50,2019.0,3.0,0.18774026089536577,0.046974573092570936,0.8590810982717967,0.14091890172820332,10.64436952980761,130200.0,0.47964276634378045,0.0058910779130155674,0.6507009675121086,0.3492990324878914,1241406.62883833,93711.0
51,2019.0,4.0,0.19727292343746383,0.04818498667705563,0.8555396368693848,0.14446036313061517,10.37811565376882,73790.0,0.5719717374363095,0.004237636194790761,0.5668042802469715,0.4331957197530285,1388922.6962328588,51747.0
52,2019.0,5.0,0.18484446307394298,0.04830169584546067,0.8551765820017793,0.14482341799822074,10.356453015447679,63631.0,0.5835434528091992,0.004064073655296619,0.5374273917197437,0.46257260828025626,1436442.5063822982,43683.0
53,2019.0,6.0,0.14182608453745127,0.04546914680621651,0.8744018822389558,0.12559811776104424,11.93583053054474,64728.0,0.5875091975602675,0.004613688895454377,0.5336098943333508,0.4663901056666492,2072504.1762132624,46738.0
54,2020.0,1.0,0.19663774181491966,0.05701431430421283,0.8308834923382408,0.16911650766175923,8.769818461086663,111619.0,0.44196009333475583,0.009272253093388652,0.717398634461154,0.28260136553884596,616487.7203887666,71631.0
55,2020.0,2.0,0.19348466902667838,0.0514419450545424,0.8456973947949256,0.15430260520507444,9.720271272577502,151352.0,0.432943295150754,0.007873751698742618,0.703286392825851,0.29671360717414896,873917.232368595,95478.0
56,2020.0,3.0,0.1874177245136074,0.04718869102322099,0.8584405467777185,0.14155945322228147,10.596220069067401,126524.0,0.48338339373146677,0.006726485667999894,0.6486996838809371,0.35130031611906287,1213556.2396851422,81042.0
57,2020.0,4.0,0.19488108964426476,0.04814384508396533,0.8557321589028052,0.14426784109719482,10.387697436331273,71995.0,0.5717557403724834,0.005457651634348491,0.5607737120865982,0.4392262879134018,1448287.9384872129,45924.0
58,2020.0,5.0,0.17900503911684407,0.047478731530558586,0.8576232534489338,0.14237674655106625,10.535408881628044,62732.0,0.558223515393353,0.005613713263966485,0.5656717164933074,0.4343282835066926,1363513.244778296,38667.0
59,2020.0,6.0,0.1365198245240311,0.04770136302703295,0.8754536701979087,0.12454632980209135,12.039215295082128,64946.0,0.5741634858964613,0.005160542899141185,0.5511888745512448,0.44881112544875523,1999623.3644744304,42131.0
60,2011.0,0.0,0.21063517138614263,0.053021086925710594,0.840953680076643,0.15904631992335705,9.430920394170876,622089.0,0.5581006359645682,0.004575333348802669,0.5674493831969363,0.4325506168030637,805857.136345086,440889.0
61,2012.0,0.0,0.21025574167848593,0.05258032890757247,0.8422657419840406,0.15773425801595942,9.509566183021303,614997.0,0.5495846691790376,0.004493697908411392,0.57955862173703,0.42044137826297,831244.2079842912,439203.0
62,2013.0,0.0,0.20931415842934764,0.0517392638852252,0.8447843984947391,0.15521560150526093,9.663915088488096,608497.0,0.5515520997213631,0.004370148241587581,0.576947462368645,0.423052537631355,881654.6446830066,436539.0
63,2014.0,0.0,0.2085216578032818,0.051226535526196916,0.8463232830786505,0.15367671692134954,9.760628187929694,605582.0,0.5491357829389547,0.004737196908427845,0.5769015454351116,0.42309845456488837,933016.4967779694,440900.0
64,2015.0,0.0,0.2065304101886385,0.05108814239644564,0.8467442147307538,0.15325578526924621,9.787129463662062,609364.0,0.5356887022807615,0.005103297094995499,0.5908350801186006,0.40916491988139936,944220.9585936768,448395.0
65,2016.0,0.0,0.20334417077819167,0.050537961617737145,0.8483884914539362,0.15161150854606376,9.893669601429808,606247.0,0.5312214001898552,0.0052574872954848206,0.5919176461134348,0.4080823538865652,1001477.6265125269,442685.0
66,2017.0,0.0,0.2015049473652445,0.05029964486677601,0.8491030682208879,0.15089693177911212,9.940496587744189,601692.0,0.5182858244187643,0.005490601044942922,0.6036648892902917,0.3963351107097083,1039408.8555216793,440479.0
67,2018.0,0.0,0.19942689897953714,0.0499196319441707,0.8502620822778437,0.14973791772215628,10.017152369994394,602378.0,0.5225810922942147,0.0055071557204256685,0.5970908719013533,0.40290912809864665,1094988.3703757413,436189.0
68,2019.0,0.0,0.1962738251116275,0.04961841640354626,0.851147078499414,0.14885292150058604,10.07696537062377,599745.0,0.5298568626904805,0.005232605346132695,0.5933474105980963,0.40665258940190374,1137463.8341272816,428494.0
69,2020.0,0.0,0.19308907686820231,0.049369529531286864,0.8519002112764947,0.14809978872350527,10.128294095369112,589168.0,0.5271145762941066,0.006391847443201547,0.5965808313713594,0.4034191686286406,1131991.7034330189,374873.0
